ECLIPSE ANDROID PROJECT IMPORT SUMMARY
======================================

Manifest Merging:
* endpoint-libs/libtripendpoint-v1/tripendpoint/trip.com-tripendpoint-v1-20150318153712-java-1.18.0-rc.jar.properties
* ic_launcher-web.png
* proguard/
* proguard/dump.txt
* proguard/mapping.txt
* proguard/seeds.txt
* proguard/usage.txt

Replaced Jars with Dependencies:
--------------------------------
The importer recognized the following .jar files as third party
libraries and replaced them with Gradle dependencies instead. This has
the advantage that more explicit version information is known, and the
libraries can be updated automatically. However, it is possible that
the .jar file in your project was of an older version than the
dependency we picked, which could render the project not compileable.
You can disable the jar replacement in the import wizard and try again:

android-support-v4.jar => com.android.support:support-v4:21.0.3
android-support-v7-appcompat.jar => com.android.support:appcompat-v7:21.0.3
gcm.jar => com.google.android.gms:play-services:+
google-http-client-gson-1.18.0-rc.jar => com.google.http-client:google-http-client-gson:1.19.0
gson-2.1.jar => com.google.code.gson:gson:2.1

Potentially Missing Dependency:
-------------------------------
When we replaced the following .jar files with a Gradle dependency, we
inferred the dependency version number from the filename. This
specific version may not actually be available from the repository.
If you get a build error stating that the dependency is missing, edit
the version number to for example "+" to pick up the latest version
instead. (This may require you to update your code if the library APIs
have changed.)

gson-2.1.jar => version 2.1 in com.google.code.gson:gson:2.1

Replaced Libraries with Dependencies:
-------------------------------------
The importer recognized the following library projects as third party
libraries and replaced them with Gradle dependencies instead. This has
the advantage that more explicit version information is known, and the
libraries can be updated automatically. However, it is possible that
the source files in your project were of an older version than the
dependency we picked, which could render the project not compileable.
You can disable the library replacement in the import wizard and try
again:

android-support-v7-appcompat => [com.android.support:appcompat-v7:21.0.3]
google-play-services_lib => [com.google.android.gms:play-services:+]

Moved Files:
------------
Android Gradle projects use a different directory structure than ADT
Eclipse projects. Here's how the projects were restructured:

* .apt_generated/ => app/src/main/java/
* AndroidManifest.xml => app/src/main/AndroidManifest.xml
* endpoint-libs/libdeviceinfoendpoint-v1/deviceinfoendpoint/deviceinfoendpoint-v1-generated-source/ => app/src/main/java/
* endpoint-libs/libdistributionendpoint-v1/distributionendpoint/distributionendpoint-v1-generated-source/ => app/src/main/java/
* endpoint-libs/libexpenseendpoint-v1/expenseendpoint/expenseendpoint-v1-generated-source/ => app/src/main/java/
* endpoint-libs/libloginendpoint-v1/loginendpoint/loginendpoint-v1-generated-source/ => app/src/main/java/
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/messageendpoint-v1-generated-source/ => app/src/main/java/
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/tosyncendpoint-v1-generated-source/ => app/src/main/java/
* endpoint-libs/libtripendpoint-v1/tripendpoint/tripendpoint-v1-generated-source/ => app/src/main/java/
* libs/achartengine-1.1.0.jar => app/libs/achartengine-1.1.0.jar
* libs/armeabi-v7a/libiconv.so => app/src/main/jniLibs/armeabi-v7a/libiconv.so
* libs/armeabi-v7a/libzbarjni.so => app/src/main/jniLibs/armeabi-v7a/libzbarjni.so
* libs/armeabi/libiconv.so => app/src/main/jniLibs/armeabi/libiconv.so
* libs/armeabi/libzbarjni.so => app/src/main/jniLibs/armeabi/libzbarjni.so
* libs/core-2.2.jar => app/libs/core-2.2.jar
* libs/google-api-client-1.18.0-rc.jar => app/libs/google-api-client-1.18.0-rc.jar
* libs/google-api-client-android-1.18.0-rc.jar => app/libs/google-api-client-android-1.18.0-rc.jar
* libs/google-http-client-1.18.0-rc.jar => app/libs/google-http-client-1.18.0-rc.jar
* libs/google-http-client-android-1.18.0-rc.jar => app/libs/google-http-client-android-1.18.0-rc.jar
* libs/google-http-client-jackson2-1.18.0-rc.jar => app/libs/google-http-client-jackson2-1.18.0-rc.jar
* libs/google-http-client-jdo-1.18.0-rc.jar => app/libs/google-http-client-jdo-1.18.0-rc.jar
* libs/google-oauth-client-1.18.0-rc.jar => app/libs/google-oauth-client-1.18.0-rc.jar
* libs/jackson-core-2.1.3.jar => app/libs/jackson-core-2.1.3.jar
* libs/jsr305-1.3.9.jar => app/libs/jsr305-1.3.9.jar
* libs/x86/libiconv.so => app/src/main/jniLibs/x86/libiconv.so
* libs/x86/libzbarjni.so => app/src/main/jniLibs/x86/libzbarjni.so
* libs/zbar.jar => app/libs/zbar.jar
* lint.xml => app/lint.xml
* proguard-google-api-client.txt => app/proguard-google-api-client.txt
* proguard-project.txt => app/proguard-project.txt
* res/ => app/src/main/res/
* src/ => app/src/main/java/
* src/com/android/vending/billing/IInAppBillingService.aidl => app/src/main/aidl/com/android/vending/billing/IInAppBillingService.aidl

Next Steps:
-----------
You can now build the project. The Gradle project needs network
connectivity to download dependencies.

Bugs:
-----
If for some reason your project does not build, and you determine that
it is due to a bug or limitation of the Eclipse to Gradle importer,
please file a bug at http://b.android.com with category
Component-Tools.

(This import summary is for your information only, and can be deleted
after import once you are satisfied with the results.)
